ID,City,State,Population
767,Monroe,Louisiana,"49,297"
768,Murray,Utah,"49,230"
769,La Mirada,California,"49,216"
770,Cuyahoga Falls,Ohio,"49,206"
771,Collierville,Tennessee,"49,177"
772,Charleston,West Virginia,"49,138"
773,Newark,Ohio,"49,134"
774,Saginaw,Michigan,"48,984"
775,Rancho Santa Margarita,California,"48,969"
776,Cypress,California,"48,906"
777,Harrisburg,Pennsylvania,"48,904"
778,Dunwoody,Georgia,"48,884"
779,East Lansing,Michigan,"48,870"
780,Middletown,Ohio,"48,813"
781,St. Louis Park,Minnesota,"48,747"
782,Minot,North Dakota,"48,743"
783,Sheboygan,Wisconsin,"48,686"
784,Mishawaka,Indiana,"48,679"
785,Niagara Falls,New York,"48,632"
786,Smyrna,Tennessee,"48,596"
787,Covina,California,"48,549"
788,Portage,Michigan,"48,508"
789,Cedar Hill,Texas,"48,343"
790,Ceres,California,"48,278"
791,Texas City,Texas,"48,262"
792,Twin Falls,Idaho,"48,260"
793,Roswell,New Mexico,"48,184"
794,Huntington,West Virginia,"48,113"
795,Madison,Alabama,"47,959"
796,Wauwatosa,Wisconsin,"47,945"
797,Lawrence,Indiana,"47,866"
798,Kannapolis,North Carolina,"47,839"
799,Alexandria,Louisiana,"47,832"
800,St. Cloud,Florida,"47,809"
801,Wylie,Texas,"47,701"
802,Palm Springs,California,"47,689"
803,Lacey,Washington,"47,688"
804,Chesterfield,Missouri,"47,659"
805,Roseville,Michigan,"47,602"
806,San Luis Obispo,California,"47,536"
807,Glenview,Illinois,"47,475"
808,San Jacinto,California,"47,413"
809,Euclid,Ohio,"47,360"
810,Apex,North Carolina,"47,349"
811,East Providence,Rhode Island,"47,337"
812,Salina,Kansas,"47,336"
813,Draper,Utah,"47,328"
814,Jeffersonville,Indiana,"47,124"
815,Bentonville,Arkansas,"47,093"
816,Lincoln,California,"47,030"
817,Hattiesburg,Mississippi,"46,926"
818,Charlottesville,Virginia,"46,912"
819,Maricopa,Arizona,"46,903"
820,Columbus,Indiana,"46,850"
821,Mentor,Ohio,"46,732"
822,Mansfield,Ohio,"46,678"
823,Keller,Texas,"46,646"
824,Middletown,Connecticut,"46,544"
825,Elmhurst,Illinois,"46,387"
826,Beavercreek,Ohio,"46,376"
827,Everett,Massachusetts,"46,340"
828,Littleton,Colorado,"46,333"
829,Titusville,Florida,"46,019"
830,Biloxi,Mississippi,"45,975"
831,West Lafayette,Indiana,"45,872"
832,Newark,California,"45,810"
833,Binghamton,New York,"45,672"
834,Dublin,Ohio,"45,568"
835,Beaumont,California,"45,349"
836,Fort Pierce,Florida,"45,295"
837,Bozeman,Montana,"45,250"
838,Blacksburg,Virginia,"45,038"
839,Burleson,Texas,"45,016"
840,Coachella,California,"44,953"
841,Sayreville,New Jersey,"44,905"
842,Ocoee,Florida,"44,820"
843,Hackensack,New Jersey,"44,756"
844,Cutler Bay,Florida,"44,707"
845,Cleveland Heights,Ohio,"44,633"
847,Strongsville,Ohio,"44,631"
846,Danville,California,"44,631"
848,Altoona,Pennsylvania,"44,589"
849,Bothell,Washington,"44,546"
850,Attleboro,Massachusetts,"44,434"
851,Haltom City,Texas,"44,361"
852,Oakland Park,Florida,"44,326"
853,Cleveland,Tennessee,"44,271"
854,Barnstable Town,Massachusetts,"44,254"
855,El Centro,California,"44,201"
856,Morgan Hill,California,"44,155"
857,Bountiful,Utah,"44,078"
858,North Miami Beach,Florida,"43,891"
859,York,Pennsylvania,"43,859"
860,Pine Bluff,Arkansas,"43,841"
861,Lombard,Illinois,"43,815"
862,Oro Valley,Arizona,"43,781"
863,Lompoc,California,"43,712"
864,North Lauderdale,Florida,"43,699"
865,Rockwall,Texas,"43,586"
866,Altamonte Springs,Florida,"43,492"
867,Marana,Arizona,"43,474"
868,Freeport,New York,"43,279"
869,Sierra Vista,Arizona,"43,208"
870,DeKalb,Illinois,"43,194"
871,Prescott Valley,Arizona,"43,132"
872,Salem,Massachusetts,"43,132"
873,Urbandale,Iowa,"43,018"
874,Jefferson City,Missouri,"43,013"
875,San Bruno,California,"42,957"
876,Fond du Lac,Wisconsin,"42,951"
877,Plainfield,Illinois,"42,933"
878,Concord,New Hampshire,"42,904"
879,Pittsfield,Massachusetts,"42,846"
880,Riverton,Utah,"42,838"
881,Bell Gardens,California,"42,806"
882,Peachtree Corners,Georgia,"42,773"
883,Leander,Texas,"42,761"
884,Rohnert Park,California,"42,622"
885,Fairfield,Ohio,"42,617"
886,Brentwood,Tennessee,"42,517"
887,Prescott,Arizona,"42,513"
888,Little Elm,Texas,"42,504"
889,Moorhead,Minnesota,"42,492"
890,Brea,California,"42,471"
891,Linden,New Jersey,"42,457"
892,Rancho Palos Verdes,California,"42,435"
893,The Colony,Texas,"42,408"
894,Burlington,Vermont,"42,260"
895,Moline,Illinois,"42,250"
896,Ormond Beach,Florida,"42,162"
897,Kearny,New Jersey,"42,126"
898,Midland,Michigan,"42,096"
899,Goose Creek,South Carolina,"42,039"
900,Urbana,Illinois,"42,014"
901,State College,Pennsylvania,"41,992"
902,Winter Garden,Florida,"41,988"
903,Belleville,Illinois,"41,906"
904,Danville,Virginia,"41,898"
905,Edmonds,Washington,"41,840"
906,Mankato,Minnesota,"41,720"
907,Leominster,Massachusetts,"41,663"
908,Farmington,New Mexico,"41,629"
909,Sherman,Texas,"41,567"
910,Westfield,Massachusetts,"41,552"
911,Manassas,Virginia,"41,483"
912,Findlay,Ohio,"41,422"
913,Woonsocket,Rhode Island,"41,406"
914,Cedar Falls,Iowa,"41,390"
915,Beverly,Massachusetts,"41,365"
916,Coppell,Texas,"41,360"
917,Buffalo Grove,Illinois,"41,346"
918,Shelton,Connecticut,"41,334"
919,Hutchinson,Kansas,"41,310"
920,Huntsville,Texas,"41,208"
921,Bartlett,Illinois,"41,178"
922,La Quinta,California,"40,956"
923,Campbell,California,"40,939"
924,Covington,Kentucky,"40,797"
925,Sumter,South Carolina,"40,723"
926,Bremerton,Washington,"40,675"
927,Puyallup,Washington,"40,640"
928,Oakley,California,"40,622"
929,Shakopee,Minnesota,"40,610"
930,Wilkes-Barre,Pennsylvania,"40,569"
931,Hickory,North Carolina,"40,567"
932,Quincy,Illinois,"40,531"
933,Hilton Head Island,South Carolina,"40,500"
934,Hagerstown,Maryland,"40,452"
935,Fitchburg,Massachusetts,"40,414"
936,San Gabriel,California,"40,404"
937,La Puente,California,"40,377"
938,Crystal Lake,Illinois,"40,339"
939,Holyoke,Massachusetts,"40,280"
940,Calexico,California,"40,232"
941,Streamwood,Illinois,"40,166"
942,Maplewood,Minnesota,"40,150"
943,Wake Forest,North Carolina,"40,112"
944,Carol Stream,Illinois,"40,069"
945,Weslaco,Texas,"40,033"
946,Greenacres,Florida,"40,013"
947,Gainesville,Georgia,"40,000"
948,Bullhead City,Arizona,"39,970"
949,Florence,Alabama,"39,959"
950,Apache Junction,Arizona,"39,954"
951,Warren,Ohio,"39,898"
952,Lancaster,Ohio,"39,848"
953,New Berlin,Wisconsin,"39,803"
954,Grove City,Ohio,"39,721"
955,Romeoville,Illinois,"39,706"
956,Chelsea,Massachusetts,"39,699"
957,Marlborough,Massachusetts,"39,697"
958,Cape Girardeau,Missouri,"39,628"
959,Norwich,Connecticut,"39,556"
960,Hallandale Beach,Florida,"39,500"
961,Duncanville,Texas,"39,457"
962,Schertz,Texas,"39,453"
963,Woburn,Massachusetts,"39,452"
964,Annapolis,Maryland,"39,418"
965,Friendswood,Texas,"39,396"
966,Clovis,New Mexico,"39,373"
967,Culver City,California,"39,364"
968,Oviedo,Florida,"39,337"
969,Hurst,Texas,"39,160"
970,Meridian,Mississippi,"39,113"
971,Pacifica,California,"39,062"
972,Kyle,Texas,"39,060"
973,Germantown,Tennessee,"39,056"
974,Westerville,Ohio,"38,985"
975,Northglenn,Colorado,"38,982"
976,Keizer,Oregon,"38,980"
977,Winter Haven,Florida,"38,953"
978,Lake Oswego,Oregon,"38,945"
979,Montclair,California,"38,944"
980,Wausau,Wisconsin,"38,872"
981,Lancaster,Texas,"38,867"
982,Spanish Fork,Utah,"38,861"
983,Tupelo,Mississippi,"38,842"
984,Pleasant Grove,Utah,"38,756"
985,Atlantic City,New Jersey,"38,735"
986,Stanton,California,"38,644"
987,Delaware,Ohio,"38,643"
988,Marion,Iowa,"38,480"
989,Milton,Georgia,"38,411"
990,Muskogee,Oklahoma,"38,352"
991,Muskegon,Michigan,"38,349"
992,Florence,South Carolina,"38,317"
993,Wheeling,Illinois,"38,315"
994,Brighton,Colorado,"38,314"
995,Carpentersville,Illinois,"38,291"
996,Martinez,California,"38,259"
997,Indian Trail,North Carolina,"38,222"
998,Rock Island,Illinois,"38,210"
999,Roy,Utah,"38,201"
1000,Plant City,Florida,"38,200"
1001,Hobbs,New Mexico,"38,143"
1002,Lynnwood,Washington,"38,092"
1003,Hanover Park,Illinois,"38,044"
1004,Huber Heights,Ohio,"38,019"
1005,Brookfield,Wisconsin,"38,016"
1006,Royal Palm Beach,Florida,"38,006"
1007,Newnan,Georgia,"37,912"
1008,Spartanburg,South Carolina,"37,876"
1009,Hollister,California,"37,833"
1010,Lake Worth,Florida,"37,812"
1011,Dover,Delaware,"37,786"
1012,Grants Pass,Oregon,"37,779"
1013,Spring Hill,Tennessee,"37,731"
1014,Aventura,Florida,"37,724"
1015,Texarkana,Texas,"37,679"
1016,Valley Stream,New York,"37,673"
1017,Los Banos,California,"37,643"
1018,Panama City,Florida,"37,635"
1019,Fort Lee,New Jersey,"37,577"
1020,Columbia,Tennessee,"37,540"
1021,Park Ridge,Illinois,"37,496"
1022,Reynoldsburg,Ohio,"37,449"
1023,Lima,Ohio,"37,414"
1024,Wentzville,Missouri,"37,395"
1025,Longview,Washington,"37,337"
1026,Issaquah,Washington,"37,322"
1027,Braintree Town,Massachusetts,"37,297"
1028,Westfield,Indiana,"37,221"
1029,Phenix City,Alabama,"37,132"
1030,Monrovia,California,"37,126"
1031,Rosenberg,Texas,"36,937"
1032,Addison,Illinois,"36,902"
1033,Hot Springs,Arkansas,"36,867"
1034,Greenfield,Wisconsin,"36,858"
1035,Menomonee Falls,Wisconsin,"36,769"
1036,Beloit,Wisconsin,"36,757"
1037,Calumet City,Illinois,"36,732"
1038,Lincoln Park,Michigan,"36,720"
1039,Olive Branch,Mississippi,"36,699"
1040,West Hollywood,California,"36,698"
1041,New Albany,Indiana,"36,670"
1042,San Juan,Texas,"36,663"
1043,Bartlesville,Oklahoma,"36,647"
1044,Mooresville,North Carolina,"36,543"
1045,Portage,Indiana,"36,505"
1046,Moorpark,California,"36,481"
1047,Rome,Georgia,"36,407"
1048,Dunedin,Florida,"36,381"
1049,Temple City,California,"36,365"
1050,Marion,Ohio,"36,310"
1051,Oregon City,Oregon,"36,286"
1052,San Juan Capistrano,California,"36,276"
1053,Lufkin,Texas,"36,159"
1054,Leavenworth,Kansas,"36,154"
1055,Lewiston,Maine,"36,140"
1056,Franklin,Wisconsin,"36,131"
1057,Claremont,California,"36,059"
1058,Wildomar,California,"36,042"
1059,Cottage Grove,Minnesota,"36,029"
1060,Del Rio,Texas,"35,998"
1061,Richfield,Minnesota,"35,949"
1062,Oak Creek,Wisconsin,"35,881"
1063,Bell,California,"35,864"
1064,Gadsden,Alabama,"35,837"
1065,Goldsboro,North Carolina,"35,792"
1066,Owasso,Oklahoma,"35,784"
1067,Benton,Arkansas,"35,775"
1068,Wildwood,Missouri,"35,756"
1069,Manhattan Beach,California,"35,741"
1070,Gallatin,Tennessee,"35,734"
1071,Bettendorf,Iowa,"35,727"
1072,Roseville,Minnesota,"35,691"
1073,Richmond,Indiana,"35,664"
1074,Prattville,Alabama,"35,606"
1075,Winter Springs,Florida,"35,599"
1076,Queen Creek,Arizona,"35,524"
1077,East Point,Georgia,"35,471"
1078,Cooper City,Florida,"35,405"
1079,Herriman,Utah,"35,385"
1080,Tucker,Georgia,"35,322"
1081,Peachtree City,Georgia,"35,186"
1082,La Porte,Texas,"35,086"
1083,Inver Grove Heights,Minnesota,"35,077"
1084,La Vergne,Tennessee,"35,071"
1085,El Mirage,Arizona,"35,043"
1086,Watertown Town,Massachusetts,"35,025"
1087,Upper Arlington,Ohio,"34,997"
1088,Merrillville,Indiana,"34,994"
1089,Farmers Branch,Texas,"34,988"
1090,Gahanna,Ohio,"34,956"
1091,Hilliard,Ohio,"34,905"
1092,West Fargo,North Dakota,"34,858"
1093,Pleasant Hill,California,"34,853"
1094,Monroe,North Carolina,"34,818"
1095,Lauderdale Lakes,Florida,"34,790"
1096,Brunswick,Ohio,"34,756"
1097,Stow,Ohio,"34,711"
1098,University City,Missouri,"34,706"
1099,McMinnville,Oregon,"34,690"
1100,Vestavia Hills,Alabama,"34,688"
1101,Beverly Hills,California,"34,687"
1102,Richmond,Kentucky,"34,652"
1103,Torrington,Connecticut,"34,646"
1104,Mount Vernon,Washington,"34,590"
1105,Oswego,Illinois,"34,571"
1106,Leawood,Kansas,"34,565"
1107,Norristown,Pennsylvania,"34,370"
1108,Waxahachie,Texas,"34,345"
1109,San Dimas,California,"34,338"
1110,Seaside,California,"34,312"
1111,Cottonwood Heights,Utah,"34,285"
1112,Riviera Beach,Florida,"34,244"
1113,Foster City,California,"34,175"
1114,Glendale Heights,Illinois,"34,145"
1115,Dalton,Georgia,"34,077"
1116,Englewood,Colorado,"34,050"
1117,Houma,Louisiana,"34,024"
1118,Dana Point,California,"34,012"
1119,Salisbury,North Carolina,"34,001"
1120,Chester,Pennsylvania,"33,988"
1121,Nacogdoches,Texas,"33,932"
1122,Wenatchee,Washington,"33,921"
1123,Menlo Park,California,"33,888"
1124,Butte-Silver Bow,Montana,"33,853"
1125,Deer Park,Texas,"33,782"
1126,Fairborn,Ohio,"33,780"
1127,Tooele,Utah,"33,762"
1128,Long Beach,New York,"33,717"
1129,Kennesaw,Georgia,"33,627"
1130,Hinesville,Georgia,"33,577"
1131,Clermont,Florida,"33,549"
1132,Holland,Michigan,"33,543"
1133,Kearney,Nebraska,"33,520"
1134,Bay City,Michigan,"33,511"
1135,Woodridge,Illinois,"33,476"
1136,Fair Lawn,New Jersey,"33,453"
1137,Georgetown,Kentucky,"33,440"
1138,Northbrook,Illinois,"33,421"
1139,Newark,Delaware,"33,398"
1140,Adelanto,California,"33,391"
1141,University Place,Washington,"33,288"
1142,Pullman,Washington,"33,282"
1143,Socorro,Texas,"33,277"
1144,Mount Juliet,Tennessee,"33,263"
1145,Holly Springs,North Carolina,"33,260"
1146,Douglasville,Georgia,"33,252"
1147,Franklin Town,Massachusetts,"33,150"
1148,Lawndale,California,"33,145"
1149,Salisbury,Maryland,"33,114"
1150,Valparaiso,Indiana,"33,104"
1151,Springville,Utah,"33,044"
1152,Pekin,Illinois,"33,038"
1153,Mason,Ohio,"33,037"
1154,Midvale,Utah,"33,035"
1155,Goshen,Indiana,"33,034"
1156,North Ridgeville,Ohio,"32,983"
1157,Alabaster,Alabama,"32,948"
1158,Manitowoc,Wisconsin,"32,936"
1159,Elk Grove Village,Illinois,"32,931"
1160,Jackson,Michigan,"32,918"
1161,Lewiston,Idaho,"32,872"
1162,Sun Prairie,Wisconsin,"32,820"
1163,Copperas Cove,Texas,"32,808"
1164,Fairbanks,Alaska,"32,751"
1165,St. Charles,Illinois,"32,717"
1166,Eastpointe,Michigan,"32,673"
1167,Cookeville,Tennessee,"32,622"
1168,Spring Valley,New York,"32,603"
1169,Juneau city and,Alaska,"32,468"
1170,Andover,Minnesota,"32,461"
1171,Florence,Kentucky,"32,460"
1172,Rome,New York,"32,415"
1173,Gillette,Wyoming,"32,398"
1174,La Verne,California,"32,389"
1175,Laramie,Wyoming,"32,382"
1176,Westlake,Ohio,"32,293"
1177,College Park,Maryland,"32,275"
1178,Massillon,Ohio,"32,258"
1179,Myrtle Beach,South Carolina,"32,240"
1180,San Luis,Arizona,"32,148"
1181,Estero,Florida,"32,140"
1182,Walla Walla,Washington,"32,132"
1183,Bangor,Maine,"31,985"
1184,Bethel Park,Pennsylvania,"31,911"
1185,El Paso de Robles (Paso Robles),California,"31,907"
1186,Petersburg,Virginia,"31,882"
1187,Garfield,New Jersey,"31,876"
1188,Post Falls,Idaho,"31,865"
1189,North Olmsted,Ohio,"31,817"
1190,Hopkinsville,Kentucky,"31,811"
1191,West Bend,Wisconsin,"31,702"
1192,Lake Stevens,Washington,"31,679"
1193,Danville,Illinois,"31,597"
1194,Bowling Green,Ohio,"31,588"
1195,DeLand,Florida,"31,569"
1196,Greenville,Mississippi,"31,517"
1197,Laguna Hills,California,"31,509"
1198,Parkland,Florida,"31,507"
1199,Matthews,North Carolina,"31,495"
1200,Mundelein,Illinois,"31,475"
1201,Shawnee,Oklahoma,"31,465"
1202,Dania Beach,Florida,"31,422"
1203,Statesboro,Georgia,"31,419"
1204,Plainfield,Indiana,"31,409"
1205,Naugatuck,Connecticut,"31,392"
1206,Wheat Ridge,Colorado,"31,372"
1207,Lebanon,Tennessee,"31,317"
1208,Alamogordo,New Mexico,"31,283"
1209,Princeton,New Jersey,"31,249"
1210,Kaysville,Utah,"31,243"
1211,Cedar City,Utah,"31,223"
1212,Des Moines,Washington,"31,172"
1213,Helena,Montana,"31,169"
1214,Michigan City,Indiana,"31,157"
1215,Dover,New Hampshire,"31,153"
1216,Banning,California,"31,026"
1217,Southlake,Texas,"30,991"
1218,Galesburg,Illinois,"30,960"
1219,Gurnee,Illinois,"30,957"
1220,Algonquin,Illinois,"30,947"
1221,Aiken,South Carolina,"30,937"
1222,Woodstock,Georgia,"30,929"
1223,Miami Lakes,Florida,"30,873"
1224,Brooklyn Center,Minnesota,"30,870"
1225,Clearfield,Utah,"30,855"
1226,Morgantown,West Virginia,"30,855"
1227,Goleta,California,"30,850"
1228,Holladay,Utah,"30,831"
1229,Savage,Minnesota,"30,807"
1230,Lawrenceville,Georgia,"30,782"
1231,LaGrange,Georgia,"30,771"
1232,Saratoga,California,"30,767"
1233,Long Branch,New Jersey,"30,763"
1234,Ithaca,New York,"30,756"
1235,Sherwood,Arkansas,"30,657"
1236,Liberty,Missouri,"30,614"
1237,North Tonawanda,New York,"30,607"
1238,Parkersburg,West Virginia,"30,601"
1239,Los Altos,California,"30,561"
1240,Los Gatos,California,"30,545"
1241,San Pablo,California,"30,536"
1242,New Iberia,Louisiana,"30,386"
1243,Rochester,New Hampshire,"30,345"
1244,Santa Paula,California,"30,335"
1245,Atascadero,California,"30,330"
1246,Ballwin,Missouri,"30,313"
1247,Burlingame,California,"30,301"
1248,Texarkana,Arkansas,"30,283"
1249,Poughkeepsie,New York,"30,267"
1250,North Royalton,Ohio,"30,247"
1251,Cleburne,Texas,"30,223"
1252,Winter Park,Florida,"30,208"
1253,Westfield,New Jersey,"30,206"
1254,New Bern,North Carolina,"30,101"
1255,Madison Heights,Michigan,"30,088"
1256,Kent,Ohio,"30,071"
1257,Walnut,California,"30,047"
1258,Chicago Heights,Illinois,"30,026"
1259,Nicholasville,Kentucky,"30,006"
1260,Weatherford,Texas,"29,969"
1261,North Chicago,Illinois,"29,951"
1262,Elizabethtown,Kentucky,"29,906"
1263,Opelika,Alabama,"29,869"
1264,Gloucester,Massachusetts,"29,798"
1265,San Carlos,California,"29,797"
1266,Jamestown,New York,"29,775"
1267,Harker Heights,Texas,"29,757"
1268,East Palo Alto,California,"29,684"
1269,Morristown,Tennessee,"29,663"
1270,Oak Park,Michigan,"29,645"
1271,Highland Park,Illinois,"29,641"
1272,Niles,Illinois,"29,617"
1273,Russellville,Arkansas,"29,583"
1274,Port Chester,New York,"29,524"
1275,Suisun City,California,"29,505"
1276,Rahway,New Jersey,"29,451"
1277,Oak Ridge,Tennessee,"29,350"
1278,Duluth,Georgia,"29,331"
1279,Redmond,Oregon,"29,322"
1280,Atwater,California,"29,270"
1281,Raytown,Missouri,"29,261"
1282,Port Huron,Michigan,"29,231"
1283,Eagle Mountain,Utah,"29,202"
1284,Crown Point,Indiana,"29,176"
1285,Sanford,North Carolina,"29,128"
1286,Southgate,Michigan,"29,085"
1287,O'Fallon,Illinois,"29,031"
1288,Kingman,Arizona,"29,029"
1289,Greer,South Carolina,"29,000"
1290,Carlsbad,New Mexico,"28,914"
1291,Granite City,Illinois,"28,908"
1292,Burbank,Illinois,"28,886"
1293,Fitchburg,Wisconsin,"28,875"
1294,SeaTac,Washington,"28,873"
1295,Henderson,Kentucky,"28,841"
1297,Williamsport,Pennsylvania,"28,834"
1296,Eagle Pass,Texas,"28,834"
1298,Lake in the Hills,Illinois,"28,830"
1299,Sahuarita,Arizona,"28,794"
1300,Garner,North Carolina,"28,776"
1301,American Fork,Utah,"28,770"
1302,Fountain,Colorado,"28,753"
1303,Agawam Town,Massachusetts,"28,718"
1304,Maryville,Tennessee,"28,703"
1305,Ridgecrest,California,"28,701"
1306,Schererville,Indiana,"28,701"
1307,Stockbridge,Georgia,"28,677"
1308,Burton,Michigan,"28,648"
1309,Seguin,Texas,"28,614"
1310,Marion,Indiana,"28,592"
1311,Big Spring,Texas,"28,532"
1312,Central,Louisiana,"28,529"
1313,West Springfield Town,Massachusetts,"28,529"
1314,Jacksonville,Arkansas,"28,518"
1315,Cornelius,North Carolina,"28,515"
1316,Desert Hot Springs,California,"28,492"
1317,Northampton,Massachusetts,"28,483"
1318,Englewood,New Jersey,"28,455"
1319,Monterey,California,"28,454"
1320,East Chicago,Indiana,"28,418"
1321,Aberdeen,South Dakota,"28,415"
1322,Syracuse,Utah,"28,407"
1323,Bella Vista,Arkansas,"28,406"
1324,Harrison,New York,"28,340"
1325,Chamblee,Georgia,"28,306"
1326,Fredericksburg,Virginia,"28,297"
1327,Lafayette,Colorado,"28,261"
1328,Hobart,Indiana,"28,248"
1329,Paragould,Arkansas,"28,232"
1330,Rexburg,Idaho,"28,222"
1331,Newburgh,New York,"28,200"
1332,Benicia,California,"28,174"
1333,Lansing,Illinois,"28,086"
1334,Oakdale,Minnesota,"28,073"
1335,Millville,New Jersey,"28,059"
1336,Glen Ellyn,Illinois,"28,042"
1337,Enterprise,Alabama,"28,024"
1338,Slidell,Louisiana,"28,013"
1339,Elmira,New York,"27,962"
1340,Monroeville,Pennsylvania,"27,953"
1341,Melrose,Massachusetts,"27,928"
1342,Garfield Heights,Ohio,"27,905"
1343,Frankfort,Kentucky,"27,885"
1344,Cibolo,Texas,"27,855"
1345,Oak Forest,Illinois,"27,792"
1346,Round Lake Beach,Illinois,"27,776"
1347,Saratoga Springs,New York,"27,763"
1348,Middletown,New York,"27,653"
1349,Bergenfield,New Jersey,"27,647"
1350,Maywood,California,"27,633"
1351,Kirkwood,Missouri,"27,609"
1352,Windsor,California,"27,555"
1353,Tualatin,Oregon,"27,545"
1354,Anderson,South Carolina,"27,544"
1355,Lake Jackson,Texas,"27,529"
1356,Winchester,Virginia,"27,516"
1357,Fridley,Minnesota,"27,476"
1358,Dodge City,Kansas,"27,453"
1359,Shaker Heights,Ohio,"27,448"
1360,Mason City,Iowa,"27,430"
1361,Imperial Beach,California,"27,418"
1362,Plum,Pennsylvania,"27,399"
1363,Wheeling,West Virginia,"27,375"
1364,Jeffersontown,Kentucky,"27,352"
1365,Glen Cove,New York,"27,341"
